,Brand,Current Price,Original Price,Discount Percentage,Rating,Number OF Ratings,Model Name,Dial Shape,Strap Color,Strap Material,Touchscreen,Battery Life (Days),Bluetooth,Display Size,Weight
307,fossil,19995,,,3.1,28,FTW4003 Smart Watch,Circle,Brown,Leather,Yes,22,Yes,1.4 inches,
308,fossil,19995,,,4.4,69,Q Explorist,Circle,Black,Leather,Yes,22,Yes,1.7 inches,
309,fossil,11995,,,4.3,4,Commuter,Circle,Black,Leather,No,17.5,Yes,1.7 inches,
310,fossil,14995,,,3.9,41,Charter Hybrid HR Smartwatch,Circle,Black,Leather,No,3.5,Yes,1.2 inches,75g +
311,fossil,16495,,,4.1,123,Collider Hybrid HR,Circle,Grey,Stainless Steel,No,3.5,Yes,1.1 inches,
312,fossil,16495,,,4.7,,Neutra Hybrid HR,Circle,Silver,Stainless Steel,No,8,Yes,1.1 inches,
313,fossil,9995,16495,39.40588057,3.8,144,FB-01 Hybrid HR,Circle,Black,Stainless Steel,Yes,3.5,Yes,1.1 inches,
314,fossil,13995,,,3.8,4,FTW1140 Q Hybrid Watch,Circle,Blue,Stainless Steel,No,22,Yes,,
315,fossil,13495,,,4.4,11,Q Jacqueline,Circle,Silver,Stainless Steel,No,17.5,Yes,1.3 inches,
316,fossil,13495,,,4.7,3,Neely,Circle,Blue,Stainless Steel,No,17.5,Yes,1.3 inches,
317,fossil,10998,21995,49.99772676,3.9,5182,4th Gen Explorist HR,Circle,Black,Silicon,Yes,22,Yes,1.8 inches,
318,dizo,1299,5499,76.37752319,4,1598,"Watch D Sharp 1.75"" with High Res (320*390) Display (By realme techLife)",Rectangle,Grey,Silicon,Yes,8,Yes,1.8 inches,20 - 35 g
319,dizo,1799,4999,64.01280256,4.2,34953,Watch D 1.8 inch Dynamic display with 550nits brightness,Rectangle,Black,Silicon,Yes,8,Yes,1.8 inches,75g +
320,dizo,3299,5999,45.00750125,4,28926,Watch R AMOLED with 45 mm Dial Size (by realme techLife),Circle,Black,Silicon,Yes,22,Yes,1.3 inches,20 - 35 g
321,dizo,1999,5999,66.67777963,4.1,561,"Watch D2 with 1.91 inch super big display ,BT Calling (by realme TechLife)",Rectangle,Black,Silicon,Yes,22,Yes,1.9 inches,20 - 35 g
322,dizo,1699,3999,57.51437859,4.2,110067,Watch 2,Rectangle,Pink,Silicon,Yes,12.5,Yes,1.7 inches,75g +
323,dizo,1199,3499,65.73306659,4.2,62964,"Watch 2 sports (by realme techlife) 1.69"" Bright screen with 110+ sports modes",Square,Blue,Silicon,Yes,22,Yes,1.7 inches,20 - 35 g
324,dizo,4499,6999,35.71938848,4.2,6385,"Watch R Talk, Amoled Display with Calling & 10 days battery",Circle,Grey,Silicon,Yes,22,Yes,1.3 inches,75g +
325,dizo,3499,5999,41.67361227,4.2,1785,Watch D Talk 1.8 display with calling&7 day battery (by realme Techlife),Rectangle,Grey,Silicon,Yes,22,Yes,1.8 inches,75g +
326,dizo,1999,3999,50.01250313,3.9,3492,Watch S 1.57 Bright touch screen with rectangular display and 110+ sports modes,Rectangle,Pink,Silicon,Yes,22,Yes,1.6 inches,20 - 35 g
327,dizo,1999,4999,60.0120024,4.1,717,"Watch D Plus with 1.85inch,550nits display&14 day battery",Rectangle,Blue,Silicon,Yes,8,Yes,1.9 inches,20 - 35 g
328,dizo,2799,3999,30.00750188,4.1,7586,Watch Pro,Square,Black,Silicon,Yes,8,Yes,1.8 inches,20 - 35 g
329,dizo,3299,6999,52.86469496,3.9,345,WATCH D ULTRA 1.78 AMOLED WITH CALLING,Square,Blue,Silicon,Yes,22,Yes,1.8 inches,20 - 35 g
330,dizo,3999,6999,42.86326618,4.1,663,"Watch R Talk Go, 1.39 inch, 550nits display, 10 day battery (by realme TechLife)",Circle,Blue,Silicon,Yes,22,Yes,1.4 inches,20 - 35 g
331,dizo,2699,5999,55.00916819,3.3,222,"WATCH D PRO WITH CALLING,D1 CHIPSET,OS,1.85 INCH DISPLAY",Square,Grey,Silicon,Yes,22,Yes,1.9 inches,20 - 35 g
332,dizo,5999,6999,14.28775539,4.2,13,"R Talk, Amoled Display with Calling & 10 days battery",Circle,Black,Silicon,Yes,22,Yes,1.3 inches,75g +
333,dizo,5999,6999,14.28775539,4.2,13,R TALK SMARTWATCH Amoled Display with Calling10 Days Battery(SilverGrey)FreeSize,Circle,Grey,Silicon,Yes,22,Yes,1.3 inches,75g +
334,dizo,3999,5999,33.33888981,4.2,42860,D TALK SMART WATCH (SILVER GREY),Rectangle,Grey,Silicon,Yes,22,Yes,1.8 inches,75g +
335,dizo,3999,5999,33.33888981,4.2,42860,"D Talk DW 32051 Smart Watch with Up to 7 Day Battery Life, Classic Black",Rectangle,Black,Silicon,Yes,22,Yes,1.8 inches,75g +
336,dizo,2499,3999,37.50937734,3.6,70,Watch 2 Sports i,Square,Black,Plastic,Yes,22,Yes,1.7 inches,
337,gizmore,1199,4499,73.34963325,4.7,,GizFit CLOUD 1.85 IPS Large Display | AI Voice Assistant | Bluetooth Calling,Square,Blue,Silicon,Yes,22,Yes,1.8 inches,20 - 35 g
338,gizmore,1799,5999,70.01166861,4.2,4813,"GizFit Ultra BT Calling Smartwatch With 1.69"" HD Display| 60+ Sports Mode",Square,Grey,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g
339,gizmore,1299,5499,76.37752319,3.8,3137,GizFit BLAZE BT Calling Smartwatch | 1.69 Inch IPS Curved 500 NITS Display,Square,Black,Silicon,Yes,3.5,Yes,0.1 inches,20 - 35 g
340,gizmore,2799,8999,68.89654406,4,1994,GizFit GLOW AMOLED with 3.4 Cm | ALWAYS-ON | 550 NITS Brightness | BT Calling,Circle,Black,Silicon,Yes,3.5,Yes,1.4 inches,75g +
341,gizmore,1999,5999,66.67777963,4,1178,"Blaze Max 1.85"" BT Calling Edge to Edge Display, Voice Assistance, Bluetooth",Square,Grey,Silicon,Yes,8,Yes,1.9 inches,
342,gizmore,3499,8999,61.11790199,3.7,475,GizFit GLOW LUXE AMOLED with 3.35 Cm Display | 500 NITS| Bluetooth Calling,Circle,Black,Leather,Yes,3.5,Yes,1.3 inches,
343,gizmore,1999,6999,71.43877697,3.8,927,GizFit PLASMA Bluetooth Calling Smartwatch | 1.9 Inch HD Display | 550 NITS,Square,Blue,Silicon,Yes,22,Yes,1.9 inches,20 - 35 g
344,gizmore,2399,5499,56.37388616,5,3,GIZFIT BLAZE X 1.85 Inch Ultra HD Display | 600 NITS | BT Calling Smartwatch,Square,Burgundy,Silicon,Yes,3.5,Yes,1.9 inches,<= 20 g
345,gizmore,2799,6999,60.00857265,4.3,7,GizFit ORBIT BT Calling with 1.32 Inch Ultra Sharp HD Display|500 NITS|ALWAYS-ON,Circle,Burgundy,Silicon,Yes,3.5,Yes,1.3 inches,
346,gizmore,2199,5999,63.34389065,3.5,10,Gizfit 910 Pro Bluetooth Calling with AI Voice Assistance,Square,Black,Silicon,Yes,3.5,Yes,1.7 inches,
347,gizmore,1999,5999,66.67777963,3.5,30,Gizfit Slate BT Calling | 1.57 Inch display | AI voice Assistance,Rectangle,Black,Silicon,Yes,3.5,Yes,1.6 inches,<= 20 g
348,gizmore,1799,2999,40.01333778,3.8,645,GizFit 902,Square,Black,Silicon,Yes,22,Yes,1.0 inches,
349,gizmore,1499,6999,78.58265466,4.7,,Vogue 1.95 Edge to Edge Larger IPS HD Display Bluetooth Calling,Square,Grey,Silicon,Yes,22,Yes,1.9 inches,20 - 35 g
350,gizmore,6999,,,4.7,,GizFIt Vogue 1.95 Always On 600 NITS HD Display Bluetooth Calling,Square,Orange,Silicon,Yes,22,Yes,1.9 inches,20 - 35 g
351,gizmore,2799,6999,60.00857265,4.7,,GizFit ORBIT BT Calling with 3.3 Cm | ALWAYS-ON | 500 NITS Brightness,Circle,Black,Silicon,Yes,3.5,Yes,1.3 inches,
352,ambrane,1299,4999,74.01480296,4.2,60292,Wise-Eon 1.69Lucid Display bluetooth calling function & 7 days battery life,Square,Grey,Silicon,Yes,22,Yes,1.7 inches,
353,ambrane,1599,5999,73.34555759,4.2,25108,"Wise-roam 1.28"" Full HD display,bluetooth calling and complete health tracking",Circle,Grey,Silicon,Yes,22,Yes,1.3 inches,
354,ambrane,1799,5999,70.01166861,4.2,453,"Wise Eon Max with 2.01'' Lucid display, BT Calling, with customisable watch face",Square,Black,Silicon,Yes,22,Yes,2.0 inches,
355,ambrane,1499,5299,71.71164371,4.2,8574,"Wise Eon Pro1.85"" lucid display with BT calling",Square,Red,Silicon,Yes,22,Yes,1.9 inches,
356,ambrane,2499,5999,58.34305718,4.3,7767,"Wise Glaze with 1.78"" Amoled display, BT Calling,SPO2 , Heart Rate Monitor",Square,Grey,Silicon,Yes,22,Yes,1.8 inches,
357,ambrane,1799,3799,52.64543301,4.2,8003,Flex 1.69inch Lucid display and SPO2,Square,Pink,Silicon,Yes,22,Yes,1.7 inches,
358,ambrane,2299,3999,42.51062766,4.1,2475,Surge 1.28 Curved Display with complete Health Tracking,Circle,Black,Silicon,Yes,22,Yes,1.3 inches,
359,ambrane,1999,5999,66.67777963,3.9,1099,Pulse,Rectangle,Black,Synthetic,Yes,22,Yes,1.3 inches,20 - 35 g
360,ambrane,1499,3799,60.54224796,4.2,1804,Flex,Square,Green,Silicon,Yes,22,Yes,1.7 inches,
361,pebble,2799,7499,62.67502334,4.4,12644,"Cosmos Ultra 1.91"" 600 nits BT-Calling High-Res Curved Display, Ultra-Thin Dial",Rectangle,Black,Silicon,Yes,22,Yes,1.9 inches,75g +
362,pebble,4199,9499,55.79534688,4.2,7828,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling(Midnight Gold)",Circle,Charcoal,Silicon,Yes,22,Yes,0.1 inches,
363,pebble,4199,9999,58.00580058,4.2,541,"Cosmos Luxe 2.0 1.43"" AMOLED Display with BT Calling and Responsive Watch Faces",Circle,Midnight,Silicon,Yes,22,Yes,1.4 inches,20 - 35 g
364,pebble,1999,4999,60.0120024,4,4240,"Frost 1.87'' BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Blue,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g
365,pebble,4199,9499,55.79534688,4.2,7828,"Cosmos luxe 1.36"" AMOLED Always-on Display Bluetooth calling",Circle,Green,Silicon,Yes,22,Yes,0.1 inches,
366,pebble,1999,4999,60.0120024,4,4240,"Frost 1.87 BT Calling with 2.5D Curved HD Display, AI Voice Assisst",Rectangle,Orange Alpine,Silicon,Yes,3.5,Yes,20.0 inches,20 - 35 g
367,pebble,3499,5999,41.67361227,4.7,,Zen Pro Unisex SPO2 Grey,Circle,Grey,Silicon,Yes,22,Yes,1.3 inches,
368,pebble,4699,7499,37.33831177,4.1,20,Revo Bluetooth Calling Smartwatch for Men Black,Circle,Brown,Leather,Yes,8,Yes,1.3 inches,
369,pebble,3999,9999,60.0060006,3.9,677,"Cosmos Grande 2.1 Largest Display, BT Calling, Wireless Charging,GPS Trajectory",Rectangle,Blue,Silicon,Yes,22,Yes,2.1 inches,20 - 35 g
370,pebble,3999,6499,38.46745653,3.4,45,Aspire Unisex 2.5D Curved Screen Smartwatch with Female Cycle Tracker Rose Gold,Rectangle,Pink,Silicon,Yes,22,Yes,1.6 inches,
371,pebble,4990,6999,28.70410059,4.1,1964,Cosmos,Square,Maroon,Silicon,Yes,8,Yes,0.1 inches,75g +
372,pebble,1499,4499,66.68148477,3.8,1338,"Spark Ace 1.85 Large HD Display, Health Suite, 100+ Watch Faces, 7 days battery",Rectangle,Blue,Silicon,Yes,17.5,Yes,1.9 inches,75g +
373,pebble,4990,6999,28.70410059,5,3,"Pebble Cosmos, Bluetooth Calling smartwatch Multi Sports Modes",Square,Blue,Rubber,Yes,8,Yes,0.2 inches,75g +
374,pebble,3999,7999,50.00625078,3.9,2874,Cosmos Pro 1.7inch HD LCD display with Bluetooth calling function,Square,Black,Silicon,Yes,22,Yes,0.1 inches,
375,pebble,3999,7499,46.67288972,4.1,99,Venus,Circle,Black,Silicon,Yes,22,Yes,1.1 inches,
376,pebble,3999,7999,50.00625078,3.9,2874,Cosmos Pro 1.7inch HD display with Bluetooth calling function,Square,"Pink, Gold",Silicon,Yes,22,Yes,0.1 inches,
377,pebble,2499,4499,44.45432318,3.5,1014,"Spark 1.7 inch Bluetooth Calling, HD Display with SPO2, HR Monitor",Rectangle,Deep Wine,Silicon,Yes,,Yes,1.7 inches,20 - 35 g
378,pebble,2999,5499,45.46281142,3.8,5,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Ivory",Square,Gold,Silicon,Yes,8,Yes,0.1 inches,
379,pebble,4499,7499,40.00533404,3.1,10,Revo Bluetooth Calling Smartwatch for Men Tan Leather,Circle,Black,Silicon,Yes,8,Yes,1.3 inches,
380,pebble,3069,4999,38.60772154,4,1371,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Black,Rectangle,Black,Silicon,Yes,22,Yes,1.4 inches,20 - 35 g
381,pebble,1499,3299,54.56198848,3.8,,"Prism 1.7""Display With Fitness & Outdoor Activity Black",Square,Black,Silicon,Yes,8,Yes,0.1 inches,
382,pebble,3299,4999,34.00680136,3.8,,"prism ultra 1.69"" HD Display With Bluetooth Calling Green",Square,Sea Green,Silicon,Yes,8,Yes,0.1 inches,
383,pebble,2499,3299,24.24977266,3.8,,"Prism 1.7""Display With Fitness & Outdoor Activity Blue",Square,Blue,Silicon,Yes,8,Yes,0.1 inches,
384,pebble,4990,6999,28.70410059,4.1,1964,COSMOS,Square,Rose Gold,Silicon,Yes,3.5,Yes,0.1 inches,
385,pebble,2999,5499,45.46281142,3.8,,"Pace Pro Smartwatch with 1.7"" HD Curved Display Golden Black",Square,Black,Silicon,Yes,8,Yes,0.1 inches,
386,pebble,3999,5499,27.27768685,4.1,16,Prism Max Bluetooth Calling Large Display,Rectangle,Black,Silicon,Yes,22,Yes,0.1 inches,
387,pebble,2999,4999,40.0080016,4,1371,Pace Unisex Smart Watch with Full Touch Dynamic Colour Display (Blue,Rectangle,Blue,Silicon,Yes,22,Yes,1.4 inches,20 - 35 g
388,pebble,4990,6999,28.70410059,4.1,,"Pebble Cosmos, Bluetooth Calling smartwatch 24 Hour Health Tracking (Burgundy)",Square,Maroon,Silicon,Yes,8,Yes,0.1 inches,75g +
389,pebble,5190,7499,30.7907721,4.1,,Venus Bluetooth Calling Smartwatch with Fitness Tracker for Women-Midnight Gold,Circle,Black,Silicon,Yes,,Yes,0.0 inches,
390,zebronics,2199,4999,56.01120224,3.9,272,Zeb-Fit Me,Square,Green,Thermo Plastic Polyurethene,Yes,22,Yes,3.3 inches,20 - 35 g
391,zebronics,3499,5499,36.37024914,3.9,22,SPECIAL EDITION Zeb-Fit380CH BLUETOOTH CALLING,Square,Black,Silicon,Yes,22,Yes,4.3 inches,75g +
392,zebronics,2999,7999,62.50781348,3.5,22,Zeb-Fit7220CH,Rectangle,Black,Silicon,Yes,3.5,Yes,6.9 inches,
393,zebronics,2399,7999,70.00875109,3.9,1328,Zeb-Fit4220CH,Circle,Silver,Silicon,Yes,22,Yes,3.3 inches,75g +
394,zebronics,1999,3999,50.01250313,3.9,22,ZEB FIT8220CH,Square,Rose Gold,Silicon,Yes,17.5,Yes,1.7 inches,
395,zebronics,4499,7499,40.00533404,3.7,3,Zeb Fit 7220 CH,Rectangle,Black,Silicon,Yes,22,Yes,1.7 inches,
396,zebronics,2199,4999,56.01120224,3.9,22,ZEB-FITME,Square,Black,Silicon,Yes,17.5,Yes,1.3 inches,
397,zebronics,2999,5999,50.00833472,3.6,55,"ZEB-FIT5220CH 7-Day Data Storage, 8 Sports Mode, SpO2, BP & HR Monitor, (Metal)",Square,Black,Stainless Steel,Yes,22,Yes,0.2 inches,
398,zebronics,5499,7499,26.6702227,3.9,22,UNBEATABLE ZEB-FIT480CH,Square,Black,Silicon,Yes,22,Yes,1.8 inches,
399,zebronics,3499,3999,12.50312578,3.9,,Zeb-Fit1220CH,Square,Gold,Silicon,Yes,22,Yes,1.5 inches,
400,zebronics,2799,5499,49.09983633,3.9,22,ZEB FIT380CH,Square,Black,Rubber,Yes,22,Yes,1.7 inches,
401,zebronics,1799,3999,55.01375344,4.2,1823,ZEB-FIT8220CH,Square,Rose Gold,Silicon,Yes,22,Yes,4.3 inches,20 - 35 g
402,zebronics,3499,7999,56.25703213,1,1,Zeb Fit 4220 CH,Circle,Black,Silicon,Yes,22,Yes,1.3 inches,75g +
403,zebronics,1399,4499,68.90420093,4,469,ZEB-FIT920CH,Square,Red,Thermo Plastic Polyurethene,Yes,22,Yes,3.5 inches,20 - 35 g
404,zebronics,3499,5999,41.67361227,3.9,,SPECIAL EDITION Zeb-Fit380CH METALLIC STRAP,Square,Silver,Stainless Steel,Yes,22,Yes,4.3 inches,75g +
405,zebronics,3099,7999,61.25765721,2.3,3,FIT7220CH,Curved,Silver,Aluminium,Yes,22,Yes,0.1 inches,
406,zebronics,1897,1899,0.105318589,3.3,4,Fitness band,Rectangle,Grey,Silicon,Yes,22,Yes,2.3 inches,
407,zebronics,2949,4199,29.76899262,3.1,10,LEATHER fit-650,Oval,Black,Leather,Yes,,Yes,2.7 inches,
408,zebronics,3449,4199,17.86139557,2.9,17,ZEB-FIT650,Circle,Black,Silicon,Yes,3.5,Yes,2.4 inches,
409,zebronics,1499,2999,50.01667222,3.1,24,Smart Time 200,Circle,Black,Rubber,Yes,22,Yes,2.7 inches,75g +
410,zebronics,2999,5999,50.00833472,4,,FIT380CH,Rectangle,Silver,Stainless Steel,Yes,17.5,Yes,1.7 inches,
411,fire-boltt,2499,5999,58.34305718,2.5,,NINJA 2 MAX,Square,Black,Silicon,Yes,22,Yes,1.5 inches,
412,fire-boltt,2399,11999,80.00666722,2.5,6022,DAZZLE PLUS,Square,Black,Silicon,Yes,22,Yes,1.8 inches,
413,fire-boltt,3927,9999,60.72607261,2.5,,RING 3,Square,Black,Silicon,Yes,22,Yes,1.8 inches,
414,fire-boltt,3927,9999,60.72607261,2.5,,RING 3,Square,Gold,Silicon,Yes,22,Yes,1.8 inches,
415,fire-boltt,2299,5999,61.67694616,2.5,24,NINJA PRO MAX,Square,Blue,Silicon,Yes,22,Yes,1.6 inches,
416,fire-boltt,2299,5999,61.67694616,2.5,201,NINJA PRO MAX,Square,Black,Silicon,Yes,22,Yes,1.6 inches,
417,fire-boltt,6499,12999,50.00384645,2.5,,BSW019,Circle,Black,Silicon,Yes,22,Yes,1.3 inches,
418,fire-boltt,4599,17999,74.44858048,2.5,11,HULK BLUETOOTH CALLING,Square,Black,Silicon,Yes,22,Yes,1.8 inches,
419,fire-boltt,3299,9999,67.00670067,2.5,5,RING 2,Square,Grey,Silicon,Yes,22,Yes,1.7 inches,
420,fire-boltt,2699,4999,46.00920184,2.5,33,NINJA PRO,Square,Black,Silicon,Yes,22,Yes,1.3 inches,
421,fire-boltt,2799,7999,65.00812602,4.2,5,ninja calling,Square,Black,Rubber,Yes,22,Yes,0.1 inches,
422,fire-boltt,3449,9999,65.50655066,3.8,83,ring,Square,Black,Rubber,Yes,22,Yes,0.1 inches,75g +
423,fire-boltt,3499,9999,65.00650065,4.8,4,beast pro,Square,Silver,Rubber,Yes,8,Yes,0.1 inches,
424,fire-boltt,3999,9999,60.0060006,3.1,8,ring,Rectangle,Black,Silicon,Yes,22,Yes,0.1 inches,
425,fire-boltt,3999,9999,60.0060006,3.7,,bsw360,Circle,Blue,Rubber,Yes,22,Yes,0.1 inches,
426,fire-boltt,3599,5999,40.00666778,5,3,bsw001,Rectangle,Black,Silicon,Yes,22,Yes,1.4 inches,
427,fire-boltt,3799,9999,62.00620062,3.7,,beast pro,Square,Black,Rubber,Yes,3.5,Yes,0.1 inches,
428,fire-boltt,3499,9999,65.00650065,3.7,,beast pro,Rectangle,Pink,Rubber,Yes,8,Yes,0.1 inches,
429,fire-boltt,3499,9999,65.00650065,3.7,,beast pro,Square,Blue,Rubber,Yes,8,Yes,0.1 inches,
430,fire-boltt,5599,9999,44.00440044,2.5,,bsw005,Square,White,Silicon,Yes,22,Yes,1.7 inches,
431,fire-boltt,3999,9999,60.0060006,3.7,3,bsw016,Square,Pink,Silicon,Yes,22,Yes,1.7 inches,
432,fire-boltt,3699,11999,69.17243104,2.5,,starcross,Square,Black,Silicon,Yes,8,Yes,1.8 inches,
433,fire-boltt,3899,11999,67.50562547,2.5,,starcross,Square,Green,Silicon,Yes,22,Yes,1.8 inches,
434,fire-boltt,2298,5999,61.6936156,3.6,5,ninja 2 max,Square,Black,Rubber,Yes,22,Yes,0.1 inches,
435,fire-boltt,3299,11999,72.50604217,2.5,,wonder,Square,Black,Silicon,Yes,3.5,Yes,1.8 inches,
436,fire-boltt,1999,5999,66.67777963,3.7,,"SpO2 Full Touch 1.4 inch Smart Watch with Blood Oxygen, Fitness (Black)",Square,Black,Rubber,Yes,22,Yes,0.1 inches,
437,fire-boltt,3599,9999,64.00640064,3.7,,ring,Square,Blue,Rubber,Yes,22,Yes,0.1 inches,
438,fire-boltt,3599,9999,64.00640064,3.7,,ring,Square,Red,Rubber,Yes,22,Yes,0.1 inches,
439,fire-boltt,5998,9999,40.0140014,2.5,,tamish,Rectangle,Blue,Silicon,Yes,22,Yes,1.3 inches,
440,fire-boltt,5599,9999,44.00440044,2.5,,bsw017,Square,Blue,Silicon,Yes,22,Yes,1.3 inches,
441,fire-boltt,2899,4999,42.00840168,2.5,,bsw011,Square,Grey,Silicon,Yes,22,Yes,1.3 inches,
442,fire-boltt,3999,9999,60.0060006,3.7,6,ring,Square,White,Rubber,Yes,22,Yes,1.7 inches,
443,fire-boltt,4599,7999,42.50531316,2.5,,bsw002,Square,Black,Silicon,Yes,22,Yes,1.7 inches,
444,fire-boltt,6999,15999,56.25351584,2.6,,bsw020,Circle,Brown,Silicon,Yes,8,Yes,1.4 inches,
445,fire-boltt,5999,8999,33.33703745,2.5,,bsw003,Circle,Grey,Silicon,Yes,22,Yes,1.3 inches,
446,fire-boltt,3700,9999,62.99629963,,,beast pro,Square,Black,Silicon,Yes,8,Yes,0.1 inches,
447,fire-boltt,5999,8999,33.33703745,2.5,,bsw003,Circle,Gold,Silicon,Yes,22,Yes,1.3 inches,
448,fire-boltt,3200,7999,59.99499937,,,call 2,Square,Blue,Silicon,Yes,22,Yes,0.1 inches,
449,fire-boltt,3000,7999,62.49531191,,,call 2,Square,Black,Silicon,Yes,22,Yes,0.1 inches,
